pair_idx,pitch_semi,tempo_bpm,mean_delta,broad_cat
17355,,90,0.938733,4. AI + DSP
17360,,90,0.703225,4. AI + DSP
17361,,95,0.993624,4. AI + DSP
17362,,105,0.727570,4. AI + DSP
17363,,110,0.800671,4. AI + DSP
17364,,110,0.678923,4. AI + DSP
17365,,90,0.769390,4. AI + DSP
17370,,90,0.911518,4. AI + DSP
17371,,95,0.904887,4. AI + DSP
17372,,105,0.899949,4. AI + DSP
17373,,110,0.888736,4. AI + DSP
17374,,110,0.884061,4. AI + DSP
17375,,90,0.869858,4. AI + DSP
17380,,90,0.981239,4. AI + DSP
17381,,95,0.983068,4. AI + DSP
17382,,105,0.846922,4. AI + DSP
17383,,110,0.817025,4. AI + DSP
17384,,110,0.836822,4. AI + DSP
17385,,90,0.934631,4. AI + DSP
17390,,90,0.748717,4. AI + DSP
17391,,95,0.743036,4. AI + DSP
17392,,105,0.923763,4. AI + DSP
17393,,110,0.721161,4. AI + DSP
17394,,110,0.765904,4. AI + DSP
17395,,90,0.840635,4. AI + DSP
17400,,90,0.644480,4. AI + DSP
17401,,95,0.855690,4. AI + DSP
17402,,105,0.907986,4. AI + DSP
17403,,110,0.755156,4. AI + DSP
17404,,110,0.782948,4. AI + DSP
17405,,90,0.840000,4. AI + DSP
17410,,90,0.843317,4. AI + DSP
17411,,95,0.931201,4. AI + DSP
17412,,105,0.826229,4. AI + DSP
17413,,110,0.655071,4. AI + DSP
17414,,110,0.725809,4. AI + DSP
17415,,90,0.734246,4. AI + DSP
17420,,90,0.774485,4. AI + DSP
17421,,95,0.736747,4. AI + DSP
17422,,105,0.865897,4. AI + DSP
17423,,110,0.696072,4. AI + DSP
17424,,110,0.681362,4. AI + DSP
17425,,90,0.596596,4. AI + DSP
17430,,90,0.898114,4. AI + DSP
17431,,95,0.933768,4. AI + DSP
17432,,105,0.926050,4. AI + DSP
17433,,110,0.942274,4. AI + DSP
17434,,110,0.911120,4. AI + DSP
17435,,90,1.196953,4. AI + DSP
17440,,90,0.847575,4. AI + DSP
17441,,95,0.869360,4. AI + DSP
17442,,105,0.868017,4. AI + DSP
17443,,110,0.757424,4. AI + DSP
17444,,110,0.881923,4. AI + DSP
17445,,90,0.940634,4. AI + DSP
17450,,90,1.000626,4. AI + DSP
17451,,95,0.932643,4. AI + DSP
17452,,105,0.893147,4. AI + DSP
17453,,110,0.912689,4. AI + DSP
17454,,110,1.007955,4. AI + DSP
17455,,90,0.876600,4. AI + DSP
17460,,90,0.920916,4. AI + DSP
17461,,95,0.861782,4. AI + DSP
17462,,105,0.893836,4. AI + DSP
17463,,110,0.812033,4. AI + DSP
17464,,110,0.941442,4. AI + DSP
17465,,90,0.871179,4. AI + DSP
17470,,90,0.876058,4. AI + DSP
17471,,95,0.897905,4. AI + DSP
17472,,105,0.940284,4. AI + DSP
17473,,110,0.811715,4. AI + DSP
17474,,110,0.852138,4. AI + DSP
17475,,90,0.896184,4. AI + DSP
17480,,90,0.826287,4. AI + DSP
17481,,95,1.069338,4. AI + DSP
17482,,105,0.843152,4. AI + DSP
17483,,110,1.015940,4. AI + DSP
17484,,110,0.994360,4. AI + DSP
17485,,90,0.806037,4. AI + DSP
17490,,90,0.824493,4. AI + DSP
17491,,95,0.904815,4. AI + DSP
17492,,105,0.916806,4. AI + DSP
17493,,110,0.969423,4. AI + DSP
17494,,110,0.846574,4. AI + DSP
17495,,90,0.949374,4. AI + DSP
17500,,90,0.912967,4. AI + DSP
17501,,95,0.966770,4. AI + DSP
17502,,105,1.034433,4. AI + DSP
17503,,110,0.851540,4. AI + DSP
17504,,110,0.752286,4. AI + DSP
17505,,90,1.021950,4. AI + DSP
17510,,90,0.890813,4. AI + DSP
17511,,95,0.886629,4. AI + DSP
17512,,105,0.794797,4. AI + DSP
17513,,110,0.871033,4. AI + DSP
17514,,110,0.959125,4. AI + DSP
17515,,90,0.956518,4. AI + DSP
17520,,90,0.935221,4. AI + DSP
17521,,95,0.989700,4. AI + DSP
17522,,105,0.958955,4. AI + DSP
17523,,110,0.976323,4. AI + DSP
17524,,110,0.832369,4. AI + DSP
17525,,90,1.138887,4. AI + DSP
17530,,90,0.804649,4. AI + DSP
17531,,95,0.797703,4. AI + DSP
17532,,105,0.801535,4. AI + DSP
17533,,110,0.798684,4. AI + DSP
17534,,110,0.812655,4. AI + DSP
17535,,90,0.809030,4. AI + DSP
17540,,90,0.939243,4. AI + DSP
17541,,95,1.000767,4. AI + DSP
17542,,105,0.954576,4. AI + DSP
17543,,110,0.944860,4. AI + DSP
17544,,110,0.889346,4. AI + DSP
17545,,90,0.873225,4. AI + DSP
17550,,90,0.945642,4. AI + DSP
17551,,95,0.929233,4. AI + DSP
17552,,105,0.994922,4. AI + DSP
17553,,110,0.963201,4. AI + DSP
17554,,110,0.985214,4. AI + DSP
17555,,90,0.886853,4. AI + DSP
17560,,90,0.946653,4. AI + DSP
17561,,95,0.973931,4. AI + DSP
17562,,105,0.875602,4. AI + DSP
17563,,110,0.937293,4. AI + DSP
17564,,110,0.818691,4. AI + DSP
17565,,90,1.006622,4. AI + DSP
17570,,90,1.003248,4. AI + DSP
17571,,95,0.903264,4. AI + DSP
17572,,105,0.908238,4. AI + DSP
17573,,110,0.888247,4. AI + DSP
17574,,110,0.893795,4. AI + DSP
17575,,90,0.896642,4. AI + DSP
17580,,90,0.865845,4. AI + DSP
17581,,95,0.950001,4. AI + DSP
17582,,105,0.971234,4. AI + DSP
17583,,110,0.988173,4. AI + DSP
17584,,110,0.868096,4. AI + DSP
17585,,90,0.885571,4. AI + DSP
17590,,90,0.877511,4. AI + DSP
17591,,95,0.856017,4. AI + DSP
17592,,105,0.882095,4. AI + DSP
17593,,110,1.001471,4. AI + DSP
17594,,110,0.822731,4. AI + DSP
17595,,90,0.867333,4. AI + DSP
17600,,90,0.988608,4. AI + DSP
17601,,95,1.024953,4. AI + DSP
17602,,105,1.104962,4. AI + DSP
17603,,110,0.983252,4. AI + DSP
17604,,110,0.885371,4. AI + DSP
17605,,90,0.891133,4. AI + DSP
17610,,90,0.845210,4. AI + DSP
17611,,95,0.817460,4. AI + DSP
17612,,105,0.959821,4. AI + DSP
17613,,110,0.975506,4. AI + DSP
17614,,110,0.917332,4. AI + DSP
17615,,90,0.970522,4. AI + DSP
17620,,90,1.006866,4. AI + DSP
17621,,95,0.962950,4. AI + DSP
17622,,105,0.843859,4. AI + DSP
17623,,110,0.651740,4. AI + DSP
17624,,110,0.995734,4. AI + DSP
17625,,90,1.054916,4. AI + DSP
17630,,90,0.878911,4. AI + DSP
17631,,95,0.769836,4. AI + DSP
17632,,105,1.055097,4. AI + DSP
17633,,110,0.978228,4. AI + DSP
17634,,110,0.884522,4. AI + DSP
17635,,90,0.926785,4. AI + DSP
17640,,90,0.811995,4. AI + DSP
17641,,95,1.079927,4. AI + DSP
17642,,105,0.980710,4. AI + DSP
17643,,110,0.894133,4. AI + DSP
17644,,110,0.909212,4. AI + DSP
17645,,90,0.888515,4. AI + DSP
17650,,90,0.937831,4. AI + DSP
17651,,95,1.030873,4. AI + DSP
17652,,105,1.055613,4. AI + DSP
17653,,110,0.936510,4. AI + DSP
17654,,110,0.893937,4. AI + DSP
17655,,90,1.089445,4. AI + DSP
17660,,90,0.983065,4. AI + DSP
17661,,95,1.040160,4. AI + DSP
17662,,105,0.785574,4. AI + DSP
17663,,110,0.875509,4. AI + DSP
17664,,110,0.908841,4. AI + DSP
17665,,90,0.824066,4. AI + DSP
17670,,90,0.795568,4. AI + DSP
17671,,95,0.813955,4. AI + DSP
17672,,105,1.048511,4. AI + DSP
17673,,110,0.819663,4. AI + DSP
17674,,110,0.742602,4. AI + DSP
17675,,90,0.972434,4. AI + DSP
17680,,90,0.783159,4. AI + DSP
17681,,95,0.940915,4. AI + DSP
17682,,105,0.972405,4. AI + DSP
17683,,110,0.776106,4. AI + DSP
17684,,110,0.824808,4. AI + DSP
17685,,90,0.658226,4. AI + DSP
17690,,90,0.789399,4. AI + DSP
17691,,95,0.825154,4. AI + DSP
17692,,105,0.887034,4. AI + DSP
17693,,110,0.821821,4. AI + DSP
17694,,110,0.847257,4. AI + DSP
17695,,90,0.991928,4. AI + DSP
17700,,90,0.812680,4. AI + DSP
17701,,95,0.768004,4. AI + DSP
17702,,105,0.842464,4. AI + DSP
17703,,110,0.809377,4. AI + DSP
17704,,110,0.822411,4. AI + DSP
17705,,90,0.759174,4. AI + DSP
17710,,90,0.945585,4. AI + DSP
17711,,95,0.950161,4. AI + DSP
17712,,105,0.948960,4. AI + DSP
17713,,110,0.958959,4. AI + DSP
17714,,110,0.955775,4. AI + DSP
17715,,90,0.968972,4. AI + DSP
17720,,90,0.803495,4. AI + DSP
17721,,95,0.858119,4. AI + DSP
17722,,105,1.015719,4. AI + DSP
17723,,110,0.872003,4. AI + DSP
17724,,110,0.851649,4. AI + DSP
17725,,90,0.977553,4. AI + DSP
17730,,90,0.603067,4. AI + DSP
17731,,95,0.576849,4. AI + DSP
17732,,105,0.731713,4. AI + DSP
17733,,110,0.643048,4. AI + DSP
17734,,110,0.837798,4. AI + DSP
17735,,90,0.993022,4. AI + DSP
17740,,90,0.925287,4. AI + DSP
17741,,95,0.765013,4. AI + DSP
17742,,105,0.961531,4. AI + DSP
17743,,110,0.936958,4. AI + DSP
17744,,110,0.513479,4. AI + DSP
17745,,90,0.555702,4. AI + DSP
17750,,90,0.689329,4. AI + DSP
17751,,95,0.541614,4. AI + DSP
17752,,105,0.629321,4. AI + DSP
17753,,110,0.744524,4. AI + DSP
17754,,110,0.842312,4. AI + DSP
17755,,90,0.605376,4. AI + DSP
17760,,90,0.929413,4. AI + DSP
17761,,95,1.048456,4. AI + DSP
17762,,105,0.952348,4. AI + DSP
17763,,110,1.013421,4. AI + DSP
17764,,110,0.987561,4. AI + DSP
17765,,90,0.749252,4. AI + DSP
17770,,90,0.900693,4. AI + DSP
17771,,95,1.118482,4. AI + DSP
17772,,105,0.921310,4. AI + DSP
17773,,110,0.904236,4. AI + DSP
17774,,110,0.870491,4. AI + DSP
17775,,90,0.877922,4. AI + DSP
17780,,90,1.036735,4. AI + DSP
17781,,95,0.733251,4. AI + DSP
17782,,105,0.660089,4. AI + DSP
17783,,110,0.991405,4. AI + DSP
17784,,110,0.845165,4. AI + DSP
17785,,90,1.158768,4. AI + DSP
17790,,90,0.969344,4. AI + DSP
17791,,95,1.100996,4. AI + DSP
17792,,105,1.056672,4. AI + DSP
17793,,110,0.995941,4. AI + DSP
17794,,110,1.000634,4. AI + DSP
17795,,90,0.994961,4. AI + DSP
17800,,90,0.825565,4. AI + DSP
17801,,95,0.811140,4. AI + DSP
17802,,105,0.971939,4. AI + DSP
17803,,110,0.995240,4. AI + DSP
17804,,110,0.853197,4. AI + DSP
17805,,90,0.870933,4. AI + DSP
17810,,90,1.082696,4. AI + DSP
17811,,95,1.054771,4. AI + DSP
17812,,105,0.912257,4. AI + DSP
17813,,110,0.892187,4. AI + DSP
17814,,110,0.891040,4. AI + DSP
17815,,90,0.898664,4. AI + DSP
17820,,90,0.674437,4. AI + DSP
17821,,95,0.722758,4. AI + DSP
17822,,105,0.728138,4. AI + DSP
17823,,110,0.682888,4. AI + DSP
17824,,110,0.978969,4. AI + DSP
17825,,90,0.663424,4. AI + DSP
17830,,90,1.040667,4. AI + DSP
17831,,95,0.953711,4. AI + DSP
17832,,105,1.038513,4. AI + DSP
17833,,110,0.463717,4. AI + DSP
17834,,110,0.687962,4. AI + DSP
17835,,90,0.859072,4. AI + DSP
17840,,90,1.014556,4. AI + DSP
17841,,95,1.008685,4. AI + DSP
17842,,105,0.996372,4. AI + DSP
17843,,110,0.997165,4. AI + DSP
17844,,110,0.996831,4. AI + DSP
17845,,90,1.006827,4. AI + DSP
17850,,90,0.963262,4. AI + DSP
17851,,95,0.947938,4. AI + DSP
17852,,105,0.940248,4. AI + DSP
17853,,110,0.917825,4. AI + DSP
17854,,110,0.918998,4. AI + DSP
17855,,90,0.942769,4. AI + DSP
17860,,90,0.892365,4. AI + DSP
17861,,95,0.873163,4. AI + DSP
17862,,105,0.941327,4. AI + DSP
17863,,110,0.869842,4. AI + DSP
17864,,110,0.865553,4. AI + DSP
17865,,90,0.893334,4. AI + DSP
17870,,90,0.886940,4. AI + DSP
17871,,95,0.895192,4. AI + DSP
17872,,105,1.010027,4. AI + DSP
17873,,110,1.021963,4. AI + DSP
17874,,110,0.750616,4. AI + DSP
17875,,90,0.900708,4. AI + DSP
17880,,90,0.765431,4. AI + DSP
17881,,95,0.648034,4. AI + DSP
17882,,105,0.804734,4. AI + DSP
17883,,110,0.500604,4. AI + DSP
17884,,110,0.836533,4. AI + DSP
17885,,90,0.855297,4. AI + DSP
17890,,90,0.929170,4. AI + DSP
17891,,95,0.818779,4. AI + DSP
17892,,105,0.814056,4. AI + DSP
17893,,110,0.874060,4. AI + DSP
17894,,110,0.848006,4. AI + DSP
17895,,90,0.802715,4. AI + DSP
17900,,90,0.436021,4. AI + DSP
17901,,95,0.664087,4. AI + DSP
17902,,105,0.585372,4. AI + DSP
17903,,110,0.530567,4. AI + DSP
17904,,110,0.630326,4. AI + DSP
17905,,90,0.687074,4. AI + DSP
17910,,90,0.583542,4. AI + DSP
17911,,95,0.719581,4. AI + DSP
17912,,105,0.649320,4. AI + DSP
17913,,110,1.010310,4. AI + DSP
17914,,110,0.772473,4. AI + DSP
17915,,90,0.610974,4. AI + DSP
17920,,90,0.497475,4. AI + DSP
17921,,95,0.493547,4. AI + DSP
17922,,105,0.712325,4. AI + DSP
17923,,110,0.482209,4. AI + DSP
17924,,110,0.602637,4. AI + DSP
17925,,90,0.655610,4. AI + DSP
17930,,90,0.931359,4. AI + DSP
17931,,95,0.926456,4. AI + DSP
17932,,105,0.972890,4. AI + DSP
17933,,110,0.930282,4. AI + DSP
17934,,110,0.950917,4. AI + DSP
17935,,90,0.811565,4. AI + DSP
17940,,90,0.813065,4. AI + DSP
17941,,95,0.789407,4. AI + DSP
17942,,105,0.798436,4. AI + DSP
17943,,110,0.835373,4. AI + DSP
17944,,110,0.786849,4. AI + DSP
17945,,90,0.892820,4. AI + DSP
17950,,90,0.832408,4. AI + DSP
17951,,95,0.746826,4. AI + DSP
17952,,105,0.770281,4. AI + DSP
17953,,110,0.939233,4. AI + DSP
17954,,110,0.889786,4. AI + DSP
17955,,90,0.994736,4. AI + DSP
17960,,90,0.870820,4. AI + DSP
17961,,95,0.847734,4. AI + DSP
17962,,105,0.913243,4. AI + DSP
17963,,110,0.866352,4. AI + DSP
17964,,110,0.750881,4. AI + DSP
17965,,90,0.857813,4. AI + DSP
17970,,90,1.036538,4. AI + DSP
17971,,95,0.881201,4. AI + DSP
17972,,105,1.013564,4. AI + DSP
17973,,110,0.310034,4. AI + DSP
17974,,110,0.920604,4. AI + DSP
17975,,90,0.875276,4. AI + DSP
17980,,90,0.397979,4. AI + DSP
17981,,95,0.351041,4. AI + DSP
17982,,105,0.306760,4. AI + DSP
17983,,110,0.272534,4. AI + DSP
17984,,110,0.950060,4. AI + DSP
17985,,90,0.877747,4. AI + DSP
17990,,90,1.014283,4. AI + DSP
17991,,95,0.921784,4. AI + DSP
17992,,105,0.998865,4. AI + DSP
17993,,110,0.911015,4. AI + DSP
17994,,110,0.831127,4. AI + DSP
17995,,90,0.968169,4. AI + DSP
18000,,90,0.932349,4. AI + DSP
18001,,95,0.919958,4. AI + DSP
18002,,105,0.835114,4. AI + DSP
18003,,110,0.853892,4. AI + DSP
18004,,110,0.806448,4. AI + DSP
18005,,90,0.914274,4. AI + DSP
18010,,90,0.888653,4. AI + DSP
18011,,95,0.877944,4. AI + DSP
18012,,105,0.880682,4. AI + DSP
18013,,110,0.846355,4. AI + DSP
18014,,110,0.883122,4. AI + DSP
18015,,90,0.850199,4. AI + DSP
18020,,90,0.601563,4. AI + DSP
18021,,95,0.587663,4. AI + DSP
18022,,105,0.645452,4. AI + DSP
18023,,110,0.707828,4. AI + DSP
18024,,110,0.839506,4. AI + DSP
18025,,90,0.623064,4. AI + DSP
18030,,90,0.796935,4. AI + DSP
18031,,95,0.676223,4. AI + DSP
18032,,105,0.629017,4. AI + DSP
18033,,110,0.742049,4. AI + DSP
18034,,110,0.896408,4. AI + DSP
18035,,90,0.833201,4. AI + DSP
18040,,90,0.915075,4. AI + DSP
18041,,95,0.977946,4. AI + DSP
18042,,105,0.865219,4. AI + DSP
18043,,110,0.913990,4. AI + DSP
18044,,110,0.982264,4. AI + DSP
18045,,90,0.807715,4. AI + DSP
18050,,90,0.934265,4. AI + DSP
18051,,95,0.926599,4. AI + DSP
18052,,105,0.942976,4. AI + DSP
18053,,110,0.835499,4. AI + DSP
18054,,110,0.822925,4. AI + DSP
18055,,90,0.854275,4. AI + DSP
18060,,90,0.621303,4. AI + DSP
18061,,95,0.687982,4. AI + DSP
18062,,105,0.919167,4. AI + DSP
18063,,110,0.506273,4. AI + DSP
18064,,110,0.703211,4. AI + DSP
18065,,90,0.828059,4. AI + DSP
18070,,90,0.979784,4. AI + DSP
18071,,95,0.971132,4. AI + DSP
18072,,105,0.880013,4. AI + DSP
18073,,110,0.872186,4. AI + DSP
18074,,110,0.941184,4. AI + DSP
18075,,90,0.908090,4. AI + DSP
18080,,90,0.787339,4. AI + DSP
18081,,95,0.907336,4. AI + DSP
18082,,105,0.937741,4. AI + DSP
18083,,110,0.941428,4. AI + DSP
18084,,110,0.878028,4. AI + DSP
18085,,90,1.015023,4. AI + DSP
18090,,90,0.823893,4. AI + DSP
18091,,95,1.017046,4. AI + DSP
18092,,105,0.892843,4. AI + DSP
18093,,110,0.912741,4. AI + DSP
18094,,110,0.888175,4. AI + DSP
18095,,90,1.000649,4. AI + DSP
18100,,90,0.853763,4. AI + DSP
18101,,95,0.772045,4. AI + DSP
18102,,105,0.790304,4. AI + DSP
18103,,110,0.885385,4. AI + DSP
18104,,110,0.760060,4. AI + DSP
18105,,90,0.959857,4. AI + DSP
18110,,90,0.702962,4. AI + DSP
18111,,95,0.666316,4. AI + DSP
18112,,105,0.805536,4. AI + DSP
18113,,110,0.809387,4. AI + DSP
18114,,110,0.752142,4. AI + DSP
18115,,90,0.696873,4. AI + DSP
18120,,90,0.814591,4. AI + DSP
18121,,95,0.902174,4. AI + DSP
18122,,105,1.055774,4. AI + DSP
18123,,110,0.983998,4. AI + DSP
18124,,110,0.834965,4. AI + DSP
18125,,90,0.782422,4. AI + DSP
18130,,90,0.782150,4. AI + DSP
18131,,95,1.033882,4. AI + DSP
18132,,105,0.981964,4. AI + DSP
18133,,110,0.991540,4. AI + DSP
18134,,110,1.168637,4. AI + DSP
18135,,90,1.101432,4. AI + DSP
18140,,90,0.725950,4. AI + DSP
18141,,95,0.778049,4. AI + DSP
18142,,105,0.705070,4. AI + DSP
18143,,110,0.776070,4. AI + DSP
18144,,110,0.775570,4. AI + DSP
18145,,90,0.742424,4. AI + DSP
18150,,90,0.880928,4. AI + DSP
18151,,95,0.857583,4. AI + DSP
18152,,105,0.938979,4. AI + DSP
18153,,110,0.969786,4. AI + DSP
18154,,110,0.744704,4. AI + DSP
18155,,90,0.782154,4. AI + DSP
18160,,90,0.987177,4. AI + DSP
18161,,95,0.945700,4. AI + DSP
18162,,105,0.995513,4. AI + DSP
18163,,110,0.889537,4. AI + DSP
18164,,110,0.886962,4. AI + DSP
18165,,90,0.861404,4. AI + DSP
18170,,90,0.928552,4. AI + DSP
18171,,95,1.016311,4. AI + DSP
18172,,105,0.910410,4. AI + DSP
18173,,110,0.907230,4. AI + DSP
18174,,110,0.882319,4. AI + DSP
18175,,90,0.928118,4. AI + DSP
18180,,90,1.017433,4. AI + DSP
18181,,95,1.076534,4. AI + DSP
18182,,105,0.993937,4. AI + DSP
18183,,110,1.053606,4. AI + DSP
18184,,110,1.036106,4. AI + DSP
18185,,90,0.987572,4. AI + DSP
18190,,90,0.916405,4. AI + DSP
18191,,95,1.001744,4. AI + DSP
18192,,105,0.812831,4. AI + DSP
18193,,110,0.844727,4. AI + DSP
18194,,110,0.783787,4. AI + DSP
18195,,90,0.821071,4. AI + DSP
18200,,90,0.949749,4. AI + DSP
18201,,95,0.998194,4. AI + DSP
18202,,105,0.914500,4. AI + DSP
18203,,110,0.917252,4. AI + DSP
18204,,110,1.003468,4. AI + DSP
18205,,90,0.975610,4. AI + DSP
18210,,90,0.951328,4. AI + DSP
18211,,95,0.809840,4. AI + DSP
18212,,105,0.923943,4. AI + DSP
18213,,110,0.836722,4. AI + DSP
18214,,110,0.861336,4. AI + DSP
18215,,90,0.839741,4. AI + DSP
18220,,90,1.050207,4. AI + DSP
18221,,95,0.875008,4. AI + DSP
18222,,105,0.927771,4. AI + DSP
18223,,110,0.895682,4. AI + DSP
18224,,110,1.011497,4. AI + DSP
18225,,90,0.928102,4. AI + DSP
18230,,90,0.984271,4. AI + DSP
18231,,95,1.040840,4. AI + DSP
18232,,105,0.971410,4. AI + DSP
18233,,110,0.981805,4. AI + DSP
18234,,110,1.038025,4. AI + DSP
18235,,90,1.090276,4. AI + DSP
18240,,90,0.966875,4. AI + DSP
18241,,95,0.977970,4. AI + DSP
18242,,105,0.925312,4. AI + DSP
18243,,110,1.001128,4. AI + DSP
18244,,110,0.892083,4. AI + DSP
18245,,90,1.062467,4. AI + DSP
18250,,90,0.911119,4. AI + DSP
18251,,95,1.033442,4. AI + DSP
18252,,105,0.797693,4. AI + DSP
18253,,110,0.914432,4. AI + DSP
18254,,110,0.835872,4. AI + DSP
18255,,90,0.972049,4. AI + DSP
18260,,90,0.894821,4. AI + DSP
18261,,95,0.771337,4. AI + DSP
18262,,105,0.758159,4. AI + DSP
18263,,110,0.814546,4. AI + DSP
18264,,110,0.991998,4. AI + DSP
18265,,90,0.940614,4. AI + DSP
18270,,90,0.800139,4. AI + DSP
18271,,95,0.877766,4. AI + DSP
18272,,105,0.875928,4. AI + DSP
18273,,110,0.872008,4. AI + DSP
18274,,110,0.792879,4. AI + DSP
18275,,90,0.876958,4. AI + DSP
18279,,90,0.813085,4. AI + DSP
18280,,95,0.895390,4. AI + DSP
18281,,105,0.862252,4. AI + DSP
18282,,110,0.820235,4. AI + DSP
18283,,110,0.810550,4. AI + DSP
18284,,90,0.840597,4. AI + DSP
18289,,90,0.937043,4. AI + DSP
18290,,95,0.947405,4. AI + DSP
18291,,105,0.931706,4. AI + DSP
18292,,110,0.934494,4. AI + DSP
18293,,110,0.945443,4. AI + DSP
18294,,90,0.913996,4. AI + DSP
18300,,90,1.009383,4. AI + DSP
18301,,95,1.052613,4. AI + DSP
18302,,105,1.000865,4. AI + DSP
18303,,110,1.024793,4. AI + DSP
18304,,110,0.995693,4. AI + DSP
18305,,90,0.993027,4. AI + DSP
18310,,90,0.763181,4. AI + DSP
18311,,95,0.604118,4. AI + DSP
18312,,105,0.749829,4. AI + DSP
18313,,110,0.752519,4. AI + DSP
18314,,110,0.744011,4. AI + DSP
18315,,90,0.788230,4. AI + DSP
18320,,90,0.783476,4. AI + DSP
18321,,95,0.773278,4. AI + DSP
18322,,105,0.784992,4. AI + DSP
18323,,110,0.784289,4. AI + DSP
18324,,110,0.778283,4. AI + DSP
18325,,90,0.769054,4. AI + DSP
18330,,90,1.099628,4. AI + DSP
18331,,95,0.987904,4. AI + DSP
18332,,105,0.942113,4. AI + DSP
18333,,110,1.076149,4. AI + DSP
18334,,110,0.899229,4. AI + DSP
18335,,90,1.014964,4. AI + DSP
18340,,90,1.058621,4. AI + DSP
18341,,95,0.953977,4. AI + DSP
18342,,105,0.902621,4. AI + DSP
18343,,110,0.936411,4. AI + DSP
18344,,110,0.833068,4. AI + DSP
18345,,90,0.909152,4. AI + DSP
18350,,90,0.978263,4. AI + DSP
18351,,95,0.943308,4. AI + DSP
18352,,105,0.938020,4. AI + DSP
18353,,110,0.946057,4. AI + DSP
18354,,110,1.035814,4. AI + DSP
18355,,90,0.980678,4. AI + DSP
18360,,90,0.827412,4. AI + DSP
18361,,95,0.783399,4. AI + DSP
18362,,105,0.873810,4. AI + DSP
18363,,110,0.761834,4. AI + DSP
18364,,110,0.766888,4. AI + DSP
18365,,90,0.759348,4. AI + DSP
18370,,90,1.014596,4. AI + DSP
18371,,95,1.205783,4. AI + DSP
18372,,105,0.956856,4. AI + DSP
18373,,110,1.019975,4. AI + DSP
18374,,110,1.054623,4. AI + DSP
18375,,90,1.209869,4. AI + DSP
18380,,90,0.858674,4. AI + DSP
18381,,95,1.026050,4. AI + DSP
18382,,105,0.955420,4. AI + DSP
18383,,110,0.859323,4. AI + DSP
18384,,110,1.044697,4. AI + DSP
18385,,90,0.855270,4. AI + DSP
18390,,90,1.055826,4. AI + DSP
